cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
00.802.002/0001-02,3401030455,"SONDA/TUBO ENDOTRAQUEAL EM PVC SEM CUFF NUMERAÇÃO ENTRE 2,0MM A 9,0MM",36,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",1000,UND,2590,2590,2.59,2.59
00.802.002/0001-02,3401030459,"MARTELO TIPO BUCK",42,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",5,UND,382.15,382.15,76.43,76.43
01.328.535/0001-59,3401030436,"FITA ADESIVA PARA TESTE DE ESTERILIZAÇÃO EM AUTOCLAVE.",10,"CLASSMED - PRODUTOS HOSPITALARES LTDA",500,UND,2655,2155,5.31,4.31
01.328.535/0001-59,40043,"Punch Dermatológico estéril descartável 2mm",28,"CLASSMED - PRODUTOS HOSPITALARES LTDA",10,CX,690.7,680,69.07,68
01.328.535/0001-59,3401030464,"Gelox de 500 ml (Bobina de gelo)",47,"CLASSMED - PRODUTOS HOSPITALARES LTDA",300,UND,1809,900,6.03,3
01.328.535/0001-59,3401030465,"Gelox de 200 ml (Bobina de gelo)",48,"CLASSMED - PRODUTOS HOSPITALARES LTDA",300,UND,1275,975,4.25,3.25
05.375.249/0001-03,3401030430,"CONSULTÓRIO ODONTOLÓGICO. CADEIRA ODONTOLÓGICA",3,"DENTAL ALTA MOGIANA - COMERCIO DE PRODUTOS ODONTOL",5,UND,134629.55,116850,26925.91,23370
05.375.249/0001-03,3401030454,"SENSOR DIGITAL PARA RADIOGRAFIA INTRAORAL",35,"DENTAL ALTA MOGIANA - COMERCIO DE PRODUTOS ODONTOL",2,UND,26276.86,22000,13138.43,11000
35.215.257/0001-45,3401030437,"FÓRCEPS N°1 ADULTO.",11,"DENTAL PREMIUM LTDA",50,UND,4527,2700,90.54,54
35.215.257/0001-45,3401030439,"FÓRCEPS N° 69 INFANTIL.",13,"DENTAL PREMIUM LTDA",20,UND,1627,1060,81.35,53
